State,District,Area (sq km),Households,Total Population,Total Males,Total Females,Literate Population,Literate Males,Literate Females,Illiterate Population,Males Illiterates,Female Illiterates,Total Working Population,Total Working Males,Total Working Females,Unemployed Population,Unemployed Males,Unemployed Females,ST,SC,Hindus,Muslims,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Households.1,Rural_Households,Urban_Households,Households_with_Internet,MPI HCR
NAGALAND,Tuensang,2536.0,36742,196596,101933,94663,117511,63653,1116892,79085,38280,40805,98154,52931,45223,98442,49002,49440,190916,0,2979,1052,27,572,5,1,96,50141,40690,9451,155,38.33%
KARNATAKA,Tumkur,10597.0,640081,2678980,1350594,1328386,1813391,1006024,1396287,865589,344570,521019,1354646,837512,517134,1324334,513082,811252,209559,506901,2413812,245923,477,187,5067,161,4223,890242,685443,204799,7971,12.71%
RAJASTHAN,Udaipur,11724.0,623531,3068420,1566801,1501619,1582629,973444,1429953,1485791,593357,892434,1365783,835839,529944,1702637,730962,971675,1525289,188525,2869976,104307,4278,209,78647,373,3224,848218,665449,182769,14211,47.53%
ASSAM,Udalguri,2012.0,168717,831668,421617,410051,469926,264326,451129,361742,157291,204451,345030,230690,114340,486638,190927,295711,267372,37844,612425,105319,215,1681,124,229,1460,281625,267790,13835,1448,29.46%
UTTARAKHAND,Udham Singh Nagar,2542.0,308581,1648902,858783,790119,1037839,598525,888206,611063,260258,350805,591458,444578,146880,1057444,414205,643239,123037,238264,1104452,372267,162768,505,738,159,1949,414659,269406,145253,7883,22.98%
JAMMU AND KASHMIR,Udhampur,2637.0,99240,554985,296784,258201,322354,197543,962245,232631,99241,133390,243672,163845,79827,311313,132939,178374,56309,138569,489044,59771,3418,106,57,235,392,183360,148664,34696,1214,26.83%
KARNATAKA,Udupi,3582.0,253078,1177361,562131,615230,926429,465704,563372,250932,96427,154505,513241,335399,177842,664120,226732,437388,52897,75429,1009179,96740,232,161,4534,155,522,385389,269817,115572,9070,10.32%
MADHYA PRADESH,Ujjain,6091.0,391438,1986864,1016289,970575,1240990,730817,1165928,745874,285472,460402,897442,569425,328017,1089422,446864,642558,48730,523869,1718204,233133,3241,945,24622,211,1849,489449,300765,188684,7501,29.58%
MANIPUR,Ukhrul,4544.0,35694,183998,94718,89280,129829,70148,1430551,54169,24570,29599,87929,46533,41396,96069,48185,47884,173606,248,7553,1115,108,635,70,32,373,41890,36084,5806,276,28.52%
MADHYA PRADESH,Umaria,4076.0,145024,644758,330674,314084,356672,210907,1296010,288086,119767,168319,289691,175698,113993,355067,154976,200091,300687,58147,620515,15966,190,70,220,6028,1102,168066,138100,29966,839,45.45%
HIMACHAL PRADESH,Una,1540.0,110332,521173,263692,257481,399715,213281,1808197,121458,50411,71047,215346,141612,73734,305827,122080,183747,8601,115491,480138,14275,26009,56,70,10,225,205217,185091,20126,2412,5.00%
UTTAR PRADESH,Unnao,4558.0,588533,3108367,1630087,1478280,1773584,1053063,1401921,1334783,577024,757759,1124744,851014,273730,1983623,779073,1204550,2926,948588,2732016,363453,1204,920,240,31,6929,717356,596317,121039,3476,40.79%
ARUNACHAL PRADESH,Upper Siang,6590.0,7324,35320,18699,16621,18195,10723,1269573,17125,7976,9149,17644,9968,7676,17676,8731,8945,28468,0,5261,411,27,2577,7,20967,427,10751,8569,2182,97,15.88%
ARUNACHAL PRADESH,Upper Subansiri,7032.0,15869,83448,41758,41690,45278,24807,717010,38170,16951,21219,33370,17898,15472,50078,23860,26218,78323,0,13474,521,28,297,11,59449,889,19214,14542,4672,139,29.78%
CHHATTISGARH,Uttar Bastar Kanker,7161.0,160937,748941,373338,375603,456042,258298,961297,292899,115040,177859,389359,217513,171846,359582,155825,203757,414770,31543,627460,6040,552,2213,1071,105869,1729,194069,169191,24878,579,27.03%
WEST BENGAL,Uttar Dinajpur,3140.0,605674,3007134,1551066,1456068,1489667,853495,1000455,1517467,697571,819896,1075626,799627,275999,1931508,751439,1180069,162816,807950,1482943,1501170,477,432,1324,1622,2464,778250,683981,94269,2883,42.84%
KARNATAKA,Uttara Kannada,10277.0,324530,1437169,726256,710913,1081906,582099,522819,355263,144157,211106,608526,430565,177961,828643,295691,532952,34239,116431,1187306,187974,305,12804,3624,64,562,474792,334281,140511,6129,13.21%
UTTARAKHAND,Uttarkashi,8016.0,67602,330086,168597,161489,215126,128237,664362,114960,40360,74600,157276,84265,73011,172810,84332,88478,3512,80567,324859,3554,167,563,74,105,411,121209,112148,9061,602,24.28%
GUJARAT,Vadodara,7546.0,877106,4165626,2153736,2011890,2893080,1614087,270200,1272546,539649,732897,1693473,1233312,460161,2472153,920424,1551729,1149901,221629,3713941,384579,9340,2069,27650,1124,3110,1240425,547454,692971,53606,21.24%
BIHAR,Vaishali,2036.0,626087,3495021,1844535,1650486,1926740,1152576,665654,1568281,691959,876322,1060344,858648,201696,2434677,985887,1448790,2274,738031,3152346,333980,707,362,246,71,5106,750811,699317,51494,4810,47.56%
GUJARAT,Valsad,3008.0,364403,1705678,887222,818456,1170657,655528,325318,535021,231694,303327,743245,516188,227057,962433,371034,591399,902794,38237,1571147,94034,1589,913,13809,1417,3108,498391,262410,235981,11020,19.95%
UTTAR PRADESH,Varanasi,1535.0,560162,3676841,1921857,1754984,2403903,1389116,951216,1272938,532741,740197,1220708,921234,299474,2456133,1000623,1455510,28617,486958,3107681,546987,3309,1146,1898,298,7826,755064,438935,316129,19214,26.00%
TAMIL NADU,Vellore,6075.0,929281,3936331,1961688,1974643,2773928,1504355,167812,1162403,457333,705070,1689330,1123874,565456,2247001,837814,1409187,72955,860212,3397857,414760,676,438,3514,251,7445,1140300,653499,486801,20623,3.16%
MADHYA PRADESH,Vidisha,7371.0,299676,1458875,769568,689307,862918,512344,211022,595957,257224,338733,550402,401583,148819,908473,367985,540488,67603,292144,1287391,149548,914,295,18490,70,854,376409,292579,83830,1926,47.19%
TAMIL NADU,Viluppuram,7194.0,800368,3458873,1740819,1718054,2195776,1234479,814959,1263097,506340,756757,1703249,1017383,685866,1755624,723436,1032188,74859,1015716,3174941,133896,325,238,4032,278,6884,967314,808042,159272,8472,9.29%
TAMIL NADU,Virudhunagar,4241.0,537748,1942288,967709,974579,1398788,760375,572092,543500,207334,336166,950158,579111,371047,992130,388598,603532,2294,399831,1822626,47838,245,87,98,75,3914,734724,363782,370942,10219,7.99%
ANDHRA PRADESH,Visakhapatnam,11161.0,1097042,4290589,2138910,2151679,2568249,1422878,443386,1722340,716032,1006308,1889879,1239064,650815,2400710,899846,1500864,618500,329486,4105320,86330,2301,850,2316,286,15579,1379340,718847,660493,45492,15.10%
ANDHRA PRADESH,Vizianagaram,6539.0,587149,2344474,1161477,1182997,1238388,707503,846734,1106086,453974,652112,1157962,679289,478673,1186512,482188,704324,235556,247728,2299129,16423,380,114,815,183,9577,749514,592458,157056,4453,19.00%
ANDHRA PRADESH,Warangal,12846.0,886279,3512576,1759281,1753295,2065023,1179790,501769,1447553,579491,868062,1705655,960926,744729,1806921,798355,1008566,530656,616102,3273755,197333,1453,253,569,126,7710,1046987,758738,288249,12952,12.12%
MAHARASHTRA,Wardha,6309.0,309846,1300774,668385,632389,1019458,552617,433440,281316,115768,165548,608235,392316,215919,692539,276069,416470,149507,188830,1057096,53854,2147,175417,5663,2254,1647,388704,268486,120218,4313,8.82%
MAHARASHTRA,Washim,4898.0,259464,1197160,620302,576858,869917,487703,1049620,327243,132599,194644,569792,340353,229439,627368,279949,347419,80471,229462,859949,142672,518,179330,8476,381,4127,330846,274925,55921,1875,22.53%
KERALA,Wayanad,2130.0,190894,817420,401684,415736,645585,328136,390677,171835,73548,98287,340077,228639,111438,477343,173045,304298,151443,32578,404460,234185,61,312,1797,286,1866,277988,266183,11805,4712,3.48%
SIKKIM,West District,1166.0,28023,136435,70238,66197,93432,51988,638413,43003,18250,24753,70348,40772,29576,66087,29466,36621,57817,5935,75286,965,40,36390,20,10477,255,33977,32091,1886,286,2.29%
MEGHALAYA,West Garo Hills,3677.0,123352,643291,324159,319132,358702,193438,442459,284589,130721,153868,255693,151914,103779,387598,172245,215353,474009,8810,122936,106788,209,3392,144,16950,2916,157945,139351,18594,1630,27.29%
ANDHRA PRADESH,West Godavari,7742.0,1091525,3936966,1964918,1972048,2652389,1379223,646591,1284577,585695,698882,1773112,1199338,573774,2163854,765580,1398274,109072,811698,3733191,86142,288,209,1578,211,6227,1255628,1007255,248373,12050,9.11%
ARUNACHAL PRADESH,West Kameng,7422.0,18159,83947,46155,37792,48492,29566,1062747,35455,16589,18866,42493,28313,14180,41454,17842,23612,46380,0,31265,1970,328,36087,71,5556,204,24195,17889,6306,202,22.44%
MEGHALAYA,West Khasi Hills,5247.0,64906,383461,193715,189746,230678,117307,768197,152783,76408,76375,163345,89694,73651,220116,104021,116095,375097,168,6498,1533,58,1313,38,5878,1262,87131,74832,12299,149,39.59%
ARUNACHAL PRADESH,West Siang,8325.0,21231,112274,58168,54106,64746,36777,390110,47528,21391,26137,49177,29156,20021,63097,29012,34085,92783,0,15881,2218,577,3311,49,60005,264,30775,22272,8503,303,14.49%
TRIPURA,West Tripura,2993.0,410565,1725739,879428,846311,1361354,722998,520896,364385,156430,207955,698178,500406,197772,1027561,379022,648539,431944,338094,1512801,152791,499,2128,362,430,3106,506637,289621,217016,6394,8.97%
NAGALAND,Wokha,1628.0,31891,166343,84505,81838,128208,67385,1241117,38135,17120,21015,78412,42096,36316,87931,42409,45522,156621,0,5605,2043,34,318,8,20,79,46669,38499,8170,198,15.35%
ANDHRA PRADESH,Y.S.R.,15359.0,706204,2882469,1451777,1430692,1716766,994699,800943,1165703,457078,708625,1320404,823886,496518,1562065,627891,934174,75886,465794,2391231,454108,367,105,751,245,12381,884093,590589,293504,6667,9.14%
KARNATAKA,Yadgir,5270.0,202063,1174271,590329,583942,510003,306751,19355,664268,283578,380690,547696,317135,230561,626575,273194,353381,146849,273315,997974,155340,331,7970,1519,996,1464,262995,207787,55208,1410,41.67%
HARYANA,Yamunanagar,1768.0,235423,1214205,646718,567487,832457,474793,345703,381748,171925,209823,389233,342343,46890,824972,304375,520597,0,306743,984929,138569,84455,161,1555,126,764,357723,214464,143259,8079,4.47%
PONDICHERRY,Yanam,30.0,13812,55626,27301,28325,39274,19919,19860,16352,7382,8970,16760,14047,2713,38866,13254,25612,0,8427,53537,1191,3,1,4,4,13,15519,0,15519,207,5.06%
MAHARASHTRA,Yavatmal,13582.0,646886,2772348,1419965,1352383,2022574,1115980,75013,749774,303985,445789,1355999,815475,540524,1416349,604490,811859,514057,328518,2251401,239236,1596,249874,11422,3745,10507,798132,629243,168889,6094,23.54%
NAGALAND,Zunheboto,1255.0,27835,140757,71217,69540,102881,53504,9935,37876,17713,20163,79466,41178,38288,61291,30039,31252,136561,0,2580,772,39,286,6,2,77,37311,31267,6044,261,23.61%
